Provincia;Concello;Parroquia;Lugar;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Casanova, A;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Cerdeiras, As;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Chao, O;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Costa, A;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Gaiba, A;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Igrexario, O;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Pielas;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Pouso, O;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Santá;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Souto, O;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Tortos, Os;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Verdescal, O;
CORUÑA, A;NARÓN;Doso (San Lourenzo);Vista Alegre;
CORUÑA, A;NARÓN;Narón;Narón;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Bazón;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Bidueiros, Os;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Carballo, O;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Castro da Ermida, O;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Castro, O;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Catasol, O;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Congostras, As;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Corredoira, A;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Costeira, A;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Cotelo, O;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Faxín;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Gándara, A;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Loureiros, Os;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Meizoso;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Mosteiro, O;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Mugardos;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Novás, Os;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Painzás;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Pallota, A;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Pedra, A;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Pereiruga, A;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Piñeiros;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Pouso Vello, O;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Pozo, O;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Pradelo;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Revolta, A;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Río do Couto, O;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Santá;
CORUÑA, A;NARÓN;Pedroso (San Salvador);Vacariza, A;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Areosa, A;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Bicás, Os;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Forxas;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Fraga, A;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Igrexa, A;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Pena Parda, A;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Prados;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Revolta, A;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Sequeiro;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Venda, A;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Verruga, A;
CORUÑA, A;NARÓN;San Xiao de Narón (San Xiao);Vilar, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Barreiros, Os;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Boeiras, As;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Borrallada, A;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Camiño Novo, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Camiño, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Carballo, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Cucheiro, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Eiravedra;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Feira do Trece, A;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Figueiras;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Freixido, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Gándara, A;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Guiove;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Lagoela;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Martianes;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Pazo, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Pedreira, A;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Pereiro, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Placente;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Prados;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Rapadoiro, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Revolta, A;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Río da Lousa, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Rocha, A;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Sabín;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Salgueiral, O;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Salgueiras, As;
CORUÑA, A;NARÓN;Sedes (Santo Estevo);Vilallonte;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Barcia, A;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Bidueiro, O;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Caaveiro;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Calliqueira, A;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Calvario, O;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Campo das Ratas, O;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Carabuchal, O;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Curro, O;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Fontela;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Igrexa, A;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Lavandeira, A;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Leiras;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Muíño do Vento, O;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Paxarón;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Pena, A;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Ruxida, A;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Vacariza, A;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Vilar, O;
CORUÑA, A;NARÓN;Trasancos (San Mateo);Viñas, As;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Abelleiro, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Baltar;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Bardás;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Cádavo, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Canteiros, Os;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Carballedas, As;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Casal, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Castro, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Cavada, A;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Chousas, As;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Cima da Vila, A;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Ciobre;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Codesal, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Cornido;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Corval;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Cruceiro, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Espiñeira, A;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Filgueiras, As;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Foxo, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Grandal, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Lobeiro, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Modia, A;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Outeiros, Os;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Pedreira, A;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Pico do Vento, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Pradedo;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Quintá;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Redondo, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Río de Cortes, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Santa Margarida;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Sinde;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Vento, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Vilacornelle;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Vilar, O;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Vilares, Os;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Vilarquinte;
CORUÑA, A;NARÓN;Val, O (Santa María a Maior);Vilasuso;
LUGO;NAVIA DE SUARNA;Barcia (San Miguel);Barcia;
LUGO;NAVIA DE SUARNA;Barcia (San Miguel);Mera;
LUGO;NAVIA DE SUARNA;Barcia (San Miguel);Vilares;
LUGO;NAVIA DE SUARNA;Cabanela (Santa María);Busto;
LUGO;NAVIA DE SUARNA;Cabanela (Santa María);Cabanela;
LUGO;NAVIA DE SUARNA;Cabanela (Santa María);Caboxo;
LUGO;NAVIA DE SUARNA;Cabanela (Santa María);Ferreirúas, As;
LUGO;NAVIA DE SUARNA;Cabanela (Santa María);Figueira;
LUGO;NAVIA DE SUARNA;Cabanela (Santa María);Freixeiro;
LUGO;NAVIA DE SUARNA;Castañedo (Santiago);Castañedo;
LUGO;NAVIA DE SUARNA;Castañedo (Santiago);Coea;
LUGO;NAVIA DE SUARNA;Castañedo (Santiago);Covas, As;
LUGO;NAVIA DE SUARNA;Castañedo (Santiago);Lencias;
LUGO;NAVIA DE SUARNA;Castañedo (Santiago);Mosteirín;
LUGO;NAVIA DE SUARNA;Castañedo (Santiago);Santestevo;
LUGO;NAVIA DE SUARNA;Folgueiras (Santa Eufemia);Folgueiras;
LUGO;NAVIA DE SUARNA;Folgueiras (Santa Eufemia);Río;
LUGO;NAVIA DE SUARNA;Folgueiras (Santa Eufemia);Silvouta;
LUGO;NAVIA DE SUARNA;Folgueiras (Santa Eufemia);Vilaverde;
LUGO;NAVIA DE SUARNA;Freixís(San Pedro);Freixís;
LUGO;NAVIA DE SUARNA;Freixís(San Pedro);Seón;
LUGO;NAVIA DE SUARNA;Freixís(San Pedro);Vilameixide;
LUGO;NAVIA DE SUARNA;Galegos (Santiago);Cociña, A;
LUGO;NAVIA DE SUARNA;Galegos (Santiago);Eirexa, A;
LUGO;NAVIA DE SUARNA;Galegos (Santiago);Paradela;
LUGO;NAVIA DE SUARNA;Galegos (Santiago);Penasinceira;
LUGO;NAVIA DE SUARNA;Galegos (Santiago);Piñeiro;
LUGO;NAVIA DE SUARNA;Galegos (Santiago);Tola, A;
LUGO;NAVIA DE SUARNA;Galegos (Santiago);Trigal;
LUGO;NAVIA DE SUARNA;Galegos (Santiago);Vilargoíde;
LUGO;NAVIA DE SUARNA;Moia (Santiago);Chao do Couso, O;
LUGO;NAVIA DE SUARNA;Moia (Santiago);Coruxedo;
LUGO;NAVIA DE SUARNA;Moia (Santiago);Moia;
LUGO;NAVIA DE SUARNA;Moia (Santiago);Navallos;
LUGO;NAVIA DE SUARNA;Moia (Santiago);Quintá de Moia;
LUGO;NAVIA DE SUARNA;Moia (Santiago);Ventosa;
LUGO;NAVIA DE SUARNA;Moia (Santiago);Vilar de Moia;
LUGO;NAVIA DE SUARNA;Mosteiro (San Salvador);Abrente;
LUGO;NAVIA DE SUARNA;Mosteiro (San Salvador);Gorgoeira, A;
LUGO;NAVIA DE SUARNA;Mosteiro (San Salvador);Marcelín;
LUGO;NAVIA DE SUARNA;Mosteiro (San Salvador);Molmeán;
LUGO;NAVIA DE SUARNA;Mosteiro (San Salvador);Mosteiro;
LUGO;NAVIA DE SUARNA;Mosteiro (San Salvador);Pacio;
LUGO;NAVIA DE SUARNA;Mosteiro (San Salvador);Sinada;
LUGO;NAVIA DE SUARNA;Muñís (San Xosé);Cernada, A;
LUGO;NAVIA DE SUARNA;Muñís (San Xosé);Embernallas;
LUGO;NAVIA DE SUARNA;Muñís (San Xosé);Embernallúas;
LUGO;NAVIA DE SUARNA;Muñís (San Xosé);Fontela;
LUGO;NAVIA DE SUARNA;Muñís (San Xosé);Larxentes;
LUGO;NAVIA DE SUARNA;Muñís (San Xosé);Muñís;
LUGO;NAVIA DE SUARNA;Muñís (San Xosé);Tabillón, O;
LUGO;NAVIA DE SUARNA;Muñís (San Xosé);Trabadelo;
LUGO;NAVIA DE SUARNA;Muñís (San Xosé);Vilarantón;
LUGO;NAVIA DE SUARNA;Penamil (Santiago);Arroxiña, A;
LUGO;NAVIA DE SUARNA;Penamil (Santiago);Penamil;
LUGO;NAVIA DE SUARNA;Pin (Santa María);Mazaira;
LUGO;NAVIA DE SUARNA;Pin (Santa María);Pin de Abaixo;
LUGO;NAVIA DE SUARNA;Pin (Santa María);Pin de Arriba;
LUGO;NAVIA DE SUARNA;Pin (Santa María);Vila;
LUGO;NAVIA DE SUARNA;Pin (Santa María);Vilagoncide;
LUGO;NAVIA DE SUARNA;Proba de Navia, A (Santa María Madanela);Grandela;
LUGO;NAVIA DE SUARNA;Proba de Navia, A (Santa María Madanela);Proba, A;
LUGO;NAVIA DE SUARNA;Queizán (Santiago);Liñares;
LUGO;NAVIA DE SUARNA;Queizán (Santiago);Méixamo;
LUGO;NAVIA DE SUARNA;Queizán (Santiago);Pedreira, A;
LUGO;NAVIA DE SUARNA;Queizán (Santiago);Queizán;
LUGO;NAVIA DE SUARNA;Queizán (Santiago);Vilarguende;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Aigas;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Asar;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Becerral;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Coro;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Faquís;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Folgueiras de Aigas;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Laxo;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Meda;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Murias de Rao;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Peliceira;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Prebello;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Rao;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Robledo de Rao;
LUGO;NAVIA DE SUARNA;Rao (Santa María);Traserra;
LUGO;NAVIA DE SUARNA;Ribeira, A (Santo Estevo);Balsa, A;
LUGO;NAVIA DE SUARNA;Ribeira, A (Santo Estevo);Ribeira, A;
LUGO;NAVIA DE SUARNA;Ribón (Santa Mariña);Cantorcia;
LUGO;NAVIA DE SUARNA;Ribón (Santa Mariña);Murias de Camín;
LUGO;NAVIA DE SUARNA;Ribón (Santa Mariña);Ribón;
LUGO;NAVIA DE SUARNA;Ribón (Santa Mariña);Santa Mariña;
LUGO;NAVIA DE SUARNA;Ribón (Santa Mariña);Savane;
LUGO;NAVIA DE SUARNA;Ribón (Santa Mariña);Savane;
LUGO;NAVIA DE SUARNA;Son (Santa María);Arcón;
LUGO;NAVIA DE SUARNA;Son (Santa María);Casas do Río, As;
LUGO;NAVIA DE SUARNA;Son (Santa María);Cerredo;
LUGO;NAVIA DE SUARNA;Son (Santa María);Libre;
LUGO;NAVIA DE SUARNA;Son (Santa María);Robledo de Son;
LUGO;NAVIA DE SUARNA;Son (Santa María);Salgueiras, As;
LUGO;NAVIA DE SUARNA;Son (Santa María);Son;
LUGO;NAVIA DE SUARNA;Son (Santa María);Trabado;
LUGO;NAVIA DE SUARNA;Son (Santa María);Veiga de Son, A;
LUGO;NAVIA DE SUARNA;Son (Santa María);Vilar, O;
LUGO;NAVIA DE SUARNA;Son (Santa María);Vilela;
LUGO;NAVIA DE SUARNA;Vallo (Santa Mariña);Penedo;
LUGO;NAVIA DE SUARNA;Vallo (Santa Mariña);Vallo;
LUGO;NAVIA DE SUARNA;Vallo (Santa Mariña);Vilarín;
LUGO;NAVIA DE SUARNA;Vallo (Santa Mariña);Vilor;
LUGO;NAVIA DE SUARNA;Vilarpandín (Santo Estevo);Acevedo;
LUGO;NAVIA DE SUARNA;Vilarpandín (Santo Estevo);Vilarpandín;
LUGO;NAVIA DE SUARNA;Vilarpandín (Santo Estevo);Virigo;
CORUÑA, A;NEDA;Anca (San Pedro);Bouzarredonda;
CORUÑA, A;NEDA;Anca (San Pedro);Candá;
CORUÑA, A;NEDA;Anca (San Pedro);Chisqueira, A;
CORUÑA, A;NEDA;Anca (San Pedro);Corredoira, A;
CORUÑA, A;NEDA;Anca (San Pedro);Coveluda, A;
CORUÑA, A;NEDA;Anca (San Pedro);Covos, Os;
CORUÑA, A;NEDA;Anca (San Pedro);Fervenza, A;
CORUÑA, A;NEDA;Anca (San Pedro);Fonte Vella, A;
CORUÑA, A;NEDA;Anca (San Pedro);Foxos, Os;
CORUÑA, A;NEDA;Anca (San Pedro);Fraguela, A;
CORUÑA, A;NEDA;Anca (San Pedro);Galanos, Os;
CORUÑA, A;NEDA;Anca (San Pedro);Granxa, A;
CORUÑA, A;NEDA;Anca (San Pedro);Leboreiro, O;
CORUÑA, A;NEDA;Anca (San Pedro);Liñares;
CORUÑA, A;NEDA;Anca (San Pedro);Lobeira, A;
CORUÑA, A;NEDA;Anca (San Pedro);Pedrós;
CORUÑA, A;NEDA;Anca (San Pedro);Riocovo;
CORUÑA, A;NEDA;Anca (San Pedro);Roxal, O;
CORUÑA, A;NEDA;Anca (San Pedro);Salgueiras, As;
CORUÑA, A;NEDA;Anca (San Pedro);Sandes;
CORUÑA, A;NEDA;Anca (San Pedro);Souto, O;
CORUÑA, A;NEDA;Anca (San Pedro);Torre, A;
CORUÑA, A;NEDA;Anca (San Pedro);Torrentes, Os;
CORUÑA, A;NEDA;Anca (San Pedro);Vila de Anca, A;
CORUÑA, A;NEDA;Anca (San Pedro);Vilar;
CORUÑA, A;NEDA;Neda (San Nicolás);Neda;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Albarón;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Alcallás, Os;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Ardá;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Augas, As;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Bacela, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Balvís;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Barreiras, As;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Basteiro, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Bernés;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Buída, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Cal, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Camiño da Mercé;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Camiño da Ponte Grande;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Camiño Vello, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Carballal, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Carreiro, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Casadelos;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Castiñeiro, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Castros, Os;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Combarro;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Conces;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Corredoira da Pega, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Costa da Silva, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Costa do Murallón;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Coto, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Cruz do Pouso, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Currás, Os;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Curuxa, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Curuxeira;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Empedrón, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Escorial de Abaixo, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Escorial de Arriba, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Fábrica de Labora, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Fábrica de Xuvia, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Fábrica do Monte, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Fausto Cansado;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Forxá, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Gandarela;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Gunduriz;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Hedradas, As;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Latedo, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Maciñeira;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Médico Cebreiro;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Mosteirón;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Mourela Alta, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Mourela Baixa, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Mourela do Medio, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Muchiqueira, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Nogueirido;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Pazos, Os;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Pename;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Portádego, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Poulo, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Puntal de Abaixo, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Puntal de Arriba, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Rabadeña, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Regueiro, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Ribeira da Toeleira;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Ribeira de Santa María;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Ribeira do Coto;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Santa María;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Santo Antonio;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Santo Isidro;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Sartego, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Silva, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Toeleira, A;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Trasmonte;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Vilar, O;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Vilasuso;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Xerardo Luaces;
CORUÑA, A;NEDA;Santa María de Neda (Santa María);Xuvia;
CORUÑA, A;NEDA;Viladonelle (Santo André);Casanova;
CORUÑA, A;NEDA;Viladonelle (Santo André);Castro, O;
CORUÑA, A;NEDA;Viladonelle (Santo André);Chao da Aldea, O;
CORUÑA, A;NEDA;Viladonelle (Santo André);Cheda, A;
CORUÑA, A;NEDA;Viladonelle (Santo André);Ladeiro, O;
CORUÑA, A;NEDA;Viladonelle (Santo André);Pingado, O;
CORUÑA, A;NEDA;Viladonelle (Santo André);Piñón, O;
CORUÑA, A;NEDA;Viladonelle (Santo André);Porta da Pena;
CORUÑA, A;NEGREIRA;Alvite (San Tomé);Niñarelle;
CORUÑA, A;NEGREIRA;Alvite (San Tomé);Pedreiras, As;
CORUÑA, A;NEGREIRA;Alvite (San Tomé);Pesaduira;
CORUÑA, A;NEGREIRA;Alvite (San Tomé);San Tomé;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);Aro;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);Braña, A;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);Camiño Real, O;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);Leira de Ares;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);Meiro;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);Pedralonga;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);Rioseco;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);San Vicenzo;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);Tuñas;
CORUÑA, A;NEGREIRA;Aro (San Vicenzo);Vilar;
CORUÑA, A;NEGREIRA;Arzón (San Cristovo);Devesa, A;
CORUÑA, A;NEGREIRA;Arzón (San Cristovo);Porqueira;
CORUÑA, A;NEGREIRA;Arzón (San Cristovo);Romarís;
CORUÑA, A;NEGREIRA;Broño (San Martiño);Broño;
CORUÑA, A;NEGREIRA;Broño (San Martiño);Casa de Antelo;
CORUÑA, A;NEGREIRA;Broño (San Martiño);Feáns;
CORUÑA, A;NEGREIRA;Broño (San Martiño);Rapote, O;
CORUÑA, A;NEGREIRA;Broño (San Martiño);Redemuíños;
CORUÑA, A;NEGREIRA;Broño (San Martiño);San Martiño;
CORUÑA, A;NEGREIRA;Broño (San Martiño);Trasbarcala;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Babión;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Bugallido;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Casal do Mato;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Cornado, O;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Espesedo;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Farrapa, A;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Pedrouzo, O;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Quintenla;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);San Pedro;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Vilacova;
CORUÑA, A;NEGREIRA;Bugallido (San Pedro);Vilaserío;
CORUÑA, A;NEGREIRA;Campelo (San Fins);Ameixeiras, As;
